"StageName","StageType","Result","Resource Start","Direction","Name","Field","Row","Type","Value"
,,,,OUT,"Combined Collection","temp_max","3","Text","290.97 °F"
,,,,OUT,"Combined Collection"," temp_min ","3","Text","288.25 °F"
,,,,OUT,"Combined Collection","humidity","3","Text","56 %"
,,,,OUT,"Combined Collection","speed","3","Text","4.63 m/h"
,,,,OUT,"Combined Collection","pressure","3","Text","1013 hPa"
,,,,OUT,"Combined Collection","name","4","Text","Tokyo"
,,,,OUT,"Combined Collection","country ","4","Text","JP"
,,,,OUT,"Combined Collection","temp ","4","Text","18.23 °C"
,,,,OUT,"Combined Collection","description","4","Text","Clear sky"
,,,,OUT,"Combined Collection","feels_like","4","Text","17.83 °C"
,,,,OUT,"Combined Collection","temp_max","4","Text","19.24 °C"
,,,,OUT,"Combined Collection"," temp_min ","4","Text","15.9 °C"
,,,,OUT,"Combined Collection","humidity","4","Text","66 %"
,,,,OUT,"Combined Collection","speed","4","Text","6.69 m/s"
,,,,OUT,"Combined Collection","pressure","4","Text","1016 hPa"
,,,,OUT,"Combined Collection","name","5","Text","Sydney"
,,,,OUT,"Combined Collection","country ","5","Text","AU"
,,,,OUT,"Combined Collection","temp ","5","Text","14.5 °C"
,,,,OUT,"Combined Collection","description","5","Text","Light rain"
,,,,OUT,"Combined Collection","feels_like","5","Text","14.49 °C"
,,,,OUT,"Combined Collection","temp_max","5","Text","14.97 °C"
,,,,OUT,"Combined Collection"," temp_min ","5","Text","13.83 °C"
,,,,OUT,"Combined Collection","humidity","5","Text","95 %"
,,,,OUT,"Combined Collection","speed","5","Text","1.54 m/s"
,,,,OUT,"Combined Collection","pressure","5","Text","1025 hPa"
,,,,OUT,"Combined Collection","name","6","Text","Rome"
,,,,OUT,"Combined Collection","country ","6","Text","US"
,,,,OUT,"Combined Collection","temp ","6","Text","19.8 °C"
,,,,OUT,"Combined Collection","description","6","Text","Broken clouds"
,,,,OUT,"Combined Collection","feels_like","6","Text","20.08 °C"
,,,,OUT,"Combined Collection","temp_max","6","Text","21.37 °C"
,,,,OUT,"Combined Collection"," temp_min ","6","Text","18.52 °C"
,,,,OUT,"Combined Collection","humidity","6","Text","86 %"
,,,,OUT,"Combined Collection","speed","6","Text","0 m/s"
,,,,OUT,"Combined Collection","pressure","6","Text","1016 hPa"
,,,,OUT,"Combined Collection","name","7","Text","Shanghai"
,,,,OUT,"Combined Collection","country ","7","Text","CN"
,,,,OUT,"Combined Collection","temp ","7","Text","290.66 °F"
,,,,OUT,"Combined Collection","description","7","Text","Clear sky"
,,,,OUT,"Combined Collection","feels_like","7","Text","290.61 °F"
,,,,OUT,"Combined Collection","temp_max","7","Text","291.07 °F"
,,,,OUT,"Combined Collection"," temp_min ","7","Text","289.08 °F"
,,,,OUT,"Combined Collection","humidity","7","Text","82 %"
,,,,OUT,"Combined Collection","speed","7","Text","5 m/h"
,,,,OUT,"Combined Collection","pressure","7","Text","1017 hPa"
,,,,OUT,"Combined Collection","name","8","Text","Dubai"
,,,,OUT,"Combined Collection","country ","8","Text","AE"
,,,,OUT,"Combined Collection","temp ","8","Text","303.92 °F"
,,,,OUT,"Combined Collection","description","8","Text","Clear sky"
,,,,OUT,"Combined Collection","feels_like","8","Text","305.58 °F"
,,,,OUT,"Combined Collection","temp_max","8","Text","304.11 °F"
,,,,OUT,"Combined Collection"," temp_min ","8","Text","303.29 °F"
,,,,OUT,"Combined Collection","humidity","8","Text","51 %"
,,,,OUT,"Combined Collection","speed","8","Text","6.17 m/h"
,,,,OUT,"Combined Collection","pressure","8","Text","1007 hPa"
,,,,OUT,"Combined Collection","name","9","Text","Toronto"
,,,,OUT,"Combined Collection","country ","9","Text","CA"
,,,,OUT,"Combined Collection","temp ","9","Text","57.06 °F"
,,,,OUT,"Combined Collection","description","9","Text","Clear sky"
,,,,OUT,"Combined Collection","feels_like","9","Text","55.62 °F"
,,,,OUT,"Combined Collection","temp_max","9","Text","58.51 °F"
,,,,OUT,"Combined Collection"," temp_min ","9","Text","55.18 °F"
,,,,OUT,"Combined Collection","humidity","9","Text","67 %"
,,,,OUT,"Combined Collection","speed","9","Text","18.41 m/h"
,,,,OUT,"Combined Collection","pressure","9","Text","1017 hPa"
,,,,OUT,"Combined Collection","name","10","Text","Rio de Janeiro"
,,,,OUT,"Combined Collection","country ","10","Text","BR"
,,,,OUT,"Combined Collection","temp ","10","Text","85.41 °F"
,,,,OUT,"Combined Collection","description","10","Text","Clear sky"
,,,,OUT,"Combined Collection","feels_like","10","Text","90.66 °F"
,,,,OUT,"Combined Collection","temp_max","10","Text","89.6 °F"
,,,,OUT,"Combined Collection"," temp_min ","10","Text","84.16 °F"
,,,,OUT,"Combined Collection","humidity","10","Text","62 %"
,,,,OUT,"Combined Collection","speed","10","Text","9.22 m/h"
,,,,OUT,"Combined Collection","pressure","10","Text","1013 hPa"
,,,,OUT,"Combined Collection","name","11","Text","Berlin"
,,,,OUT,"Combined Collection","country ","11","Text","DE"
,,,,OUT,"Combined Collection","temp ","11","Text","72.1 °F"
,,,,OUT,"Combined Collection","description","11","Text","Clear sky"
,,,,OUT,"Combined Collection","feels_like","11","Text","71.37 °F"
,,,,OUT,"Combined Collection","temp_max","11","Text","73.42 °F"
,,,,OUT,"Combined Collection"," temp_min ","11","Text","70.09 °F"
,,,,OUT,"Combined Collection","humidity","11","Text","50 %"
,,,,OUT,"Combined Collection","speed","11","Text","11.5 m/h"
,,,,OUT,"Combined Collection","pressure","11","Text","1006 hPa"
,,,,OUT,"Combined Collection","name","12","Text","Cairo"
,,,,OUT,"Combined Collection","country ","12","Text","EG"
,,,,OUT,"Combined Collection","temp ","12","Text","88.56 °F"
,,,,OUT,"Combined Collection","description","12","Text","Clear sky"
,,,,OUT,"Combined Collection","feels_like","12","Text","85.53 °F"
,,,,OUT,"Combined Collection","temp_max","12","Text","88.56 °F"
,,,,OUT,"Combined Collection"," temp_min ","12","Text","87.42 °F"
,,,,OUT,"Combined Collection","humidity","12","Text","25 %"
,,,,OUT,"Combined Collection","speed","12","Text","12.66 m/h"
,,,,OUT,"Combined Collection","pressure","12","Text","1011 hPa"
,,,,OUT,"Combined Collection","name","13","Text","Mexico City"
,,,,OUT,"Combined Collection","country ","13","Text","MX"
,,,,OUT,"Combined Collection","temp ","13","Text","16.96 °C"
,,,,OUT,"Combined Collection","description","13","Text","Clear sky"
,,,,OUT,"Combined Collection","feels_like","13","Text","15.89 °C"
,,,,OUT,"Combined Collection","temp_max","13","Text","16.96 °C"
,,,,OUT,"Combined Collection"," temp_min ","13","Text","10.25 °C"
,,,,OUT,"Combined Collection","humidity","13","Text","45 %"
,,,,OUT,"Combined Collection","speed","13","Text","2.06 m/s"
,,,,OUT,"Combined Collection","pressure","13","Text","1024 hPa"
,,,,OUT,"Combined Collection","name","14","Text","Singapore"
,,,,OUT,"Combined Collection","country ","14","Text","SG"
,,,,OUT,"Combined Collection","temp ","14","Text","84.15 °F"
,,,,OUT,"Combined Collection","description","14","Text","Broken clouds"
,,,,OUT,"Combined Collection","feels_like","14","Text","95.18 °F"
,,,,OUT,"Combined Collection","temp_max","14","Text","86.2 °F"
,,,,OUT,"Combined Collection"," temp_min ","14","Text","79.92 °F"
,,,,OUT,"Combined Collection","humidity","14","Text","82 %"
,,,,OUT,"Combined Collection","speed","14","Text","8.05 m/h"
,,,,OUT,"Combined Collection","pressure","14","Text","1009 hPa"
,,,,OUT,"Combined Collection","name","15","Text","Kyiv"
,,,,OUT,"Combined Collection","country ","15","Text","UA"
,,,,OUT,"Combined Collection","temp ","15","Text","20.37 °C"
,,,,OUT,"Combined Collection","description","15","Text","Few clouds"
,,,,OUT,"Combined Collection","feels_like","15","Text","19.53 °C"
,,,,OUT,"Combined Collection","temp_max","15","Text","20.37 °C"
,,,,OUT,"Combined Collection"," temp_min ","15","Text","20.37 °C"
,,,,OUT,"Combined Collection","humidity","15","Text","41 %"
,,,,OUT,"Combined Collection","speed","15","Text","4.9 m/s"
,,,,OUT,"Combined Collection","pressure","15","Text","1014 hPa"
"End","End",,"5/3/2024 2:26:46 PM"

,,,,OUT,"Result",,,,
,,,,OUT,"File Name",,,"Text","Input City Names.XLSX"
,,,,OUT,"Result","name","1","Text","Kyiv"
,,,,OUT,"Result","country ","1","Text","UA"
,,,,OUT,"Result","temp ","1","Text","20.37 °C"
,,,,OUT,"Result","description","1","Text","Few clouds"
,,,,OUT,"Result","feels_like","1","Text","19.53 °C"
,,,,OUT,"Result","temp_max","1","Text","20.37 °C"
,,,,OUT,"Result"," temp_min ","1","Text","20.37 °C"
,,,,OUT,"Result","humidity","1","Text","41 %"
,,,,OUT,"Result","speed","1","Text","4.9 m/s"
,,,,OUT,"Result","pressure","1","Text","1014 hPa"
"Mark Item As Completed","Sub Sheet",,"5/3/2024 2:26:46 PM"
"Start","Start",,"5/3/2024 2:26:46 PM"
"Set Tag","Action",,"5/3/2024 2:26:46 PM"

,,,,IN,"Item ID",,,"Text","44f86290-094d-4177-bd48-8681f0af9c4b"
,,,,IN,"Tag",,,"Text","Completed"
"Mark Completed","Action",,"5/3/2024 2:26:46 PM"

,,,,IN,"Item ID",,,"Text","44f86290-094d-4177-bd48-8681f0af9c4b"
"Reset Consecutive Exception Indicators","Multiple Calculation",,"5/3/2024 2:26:46 PM"

,,,,OUT,"step1",,,"Text",""
,,,,OUT,"step2",,,"Number","0"
"End3","End",,"5/3/2024 2:26:46 PM"
"Reset Global Data","Sub Sheet",,"5/3/2024 2:26:46 PM"
"Start","Start",,"5/3/2024 2:26:46 PM"
"End","End",,"5/3/2024 2:26:46 PM"
"Stop?","Decision","False","5/3/2024 2:26:46 PM"
"Get Next Item","Action",,"5/3/2024 2:26:46 PM"

,,,,IN,"Queue Name",,,"Text","Eduard_Haponov - Weather API"
,,,,OUT,"Item ID",,,"Text",""
,,,,OUT,"Data",,,,
,,,,OUT,"Status",,,"Text",""
,,,,OUT,"Attempts",,,"Number","0"
"Got Item?","Decision","False","5/3/2024 2:26:46 PM"
"03 - Write to Excel","Sub Sheet",,"5/3/2024 2:26:46 PM"

,,,,IN,"Result",,,,
,,,,IN,"File Name",,,"Text","Input City Names.XLSX"
,,,,IN,"Result","name","1","Text","New York"
,,,,IN,"Result","country ","1","Text","US"
,,,,IN,"Result","temp ","1","Text","55.83 °F"
,,,,IN,"Result","description","1","Text","Overcast clouds"
,,,,IN,"Result","feels_like","1","Text","54.59 °F"
,,,,IN,"Result","temp_max","1","Text","59.72 °F"
,,,,IN,"Result"," temp_min ","1","Text","51.98 °F"
,,,,IN,"Result","humidity","1","Text","74 %"
,,,,IN,"Result","speed","1","Text","12.66 m/h"
,,,,IN,"Result","pressure","1","Text","1023 hPa"
,,,,IN,"Result","name","2","Text","London"
,,,,IN,"Result","country ","2","Text","GB"
,,,,IN,"Result","temp ","2","Text","11.1 °C"
,,,,IN,"Result","description","2","Text","Light rain"
,,,,IN,"Result","feels_like","2","Text","10.59 °C"
,,,,IN,"Result","temp_max","2","Text","13.49 °C"
,,,,IN,"Result"," temp_min ","2","Text","9.49 °C"
,,,,IN,"Result","humidity","2","Text","89 %"
,,,,IN,"Result","speed","2","Text","6.69 m/s"
,,,,IN,"Result","pressure","2","Text","1009 hPa"
,,,,IN,"Result","name","3","Text","Paris"
,,,,IN,"Result","country ","3","Text","FR"
,,,,IN,"Result","temp ","3","Text","289.26 °F"
,,,,IN,"Result","description","3","Text","Broken clouds"
,,,,IN,"Result","feels_like","3","Text","288.39 °F"
,,,,IN,"Result","temp_max","3","Text","290.97 °F"
,,,,IN,"Result"," temp_min ","3","Text","288.25 °F"
,,,,IN,"Result","humidity","3","Text","56 %"
,,,,IN,"Result","speed","3","Text","4.63 m/h"
,,,,IN,"Result","pressure","3","Text","1013 hPa"
,,,,IN,"Result","name","4","Text","Tokyo"
,,,,IN,"Result","country ","4","Text","JP"
,,,,IN,"Result","temp ","4","Text","18.23 °C"
,,,,IN,"Result","description","4","Text","Clear sky"
,,,,IN,"Result","feels_like","4","Text","17.83 °C"
,,,,IN,"Result","temp_max","4","Text","19.24 °C"
,,,,IN,"Result"," temp_min ","4","Text","15.9 °C"
,,,,IN,"Result","humidity","4","Text","66 %"
,,,,IN,"Result","speed","4","Text","6.69 m/s"
,,,,IN,"Result","pressure","4","Text","1016 hPa"
,,,,IN,"Result","name","5","Text","Sydney"
,,,,IN,"Result","country ","5","Text","AU"
,,,,IN,"Result","temp ","5","Text","14.5 °C"
,,,,IN,"Result","description","5","Text","Light rain"
,,,,IN,"Result","feels_like","5","Text","14.49 °C"
,,,,IN,"Result","temp_max","5","Text","14.97 °C"
,,,,IN,"Result"," temp_min ","5","Text","13.83 °C"
,,,,IN,"Result","humidity","5","Text","95 %"
,,,,IN,"Result","speed","5","Text","1.54 m/s"
,,,,IN,"Result","pressure","5","Text","1025 hPa"
,,,,IN,"Result","name","6","Text","Rome"
,,,,IN,"Result","country ","6","Text","US"
,,,,IN,"Result","temp ","6","Text","19.8 °C"
,,,,IN,"Result","description","6","Text","Broken clouds"
,,,,IN,"Result","feels_like","6","Text","20.08 °C"
,,,,IN,"Result","temp_max","6","Text","21.37 °C"
,,,,IN,"Result"," temp_min ","6","Text","18.52 °C"
,,,,IN,"Result","humidity","6","Text","86 %"
,,,,IN,"Result","speed","6","Text","0 m/s"
,,,,IN,"Result","pressure","6","Text","1016 hPa"
,,,,IN,"Result","name","7","Text","Shanghai"
,,,,IN,"Result","country ","7","Text","CN"
,,,,IN,"Result","temp ","7","Text","290.66 °F"
,,,,IN,"Result","description","7","Text","Clear sky"
,,,,IN,"Result","feels_like","7","Text","290.61 °F"
,,,,IN,"Result","temp_max","7","Text","291.07 °F"
,,,,IN,"Result"," temp_min ","7","Text","289.08 °F"
,,,,IN,"Result","humidity","7","Text","82 %"
,,,,IN,"Result","speed","7","Text","5 m/h"
,,,,IN,"Result","pressure","7","Text","1017 hPa"
,,,,IN,"Result","name","8","Text","Dubai"
,,,,IN,"Result","country ","8","Text","AE"
,,,,IN,"Result","temp ","8","Text","303.92 °F"
,,,,IN,"Result","description","8","Text","Clear sky"
,,,,IN,"Result","feels_like","8","Text","305.58 °F"
,,,,IN,"Result","temp_max","8","Text","304.11 °F"
,,,,IN,"Result"," temp_min ","8","Text","303.29 °F"
,,,,IN,"Result","humidity","8","Text","51 %"
,,,,IN,"Result","speed","8","Text","6.17 m/h"
,,,,IN,"Result","pressure","8","Text","1007 hPa"
,,,,IN,"Result","name","9","Text","Toronto"
,,,,IN,"Result","country ","9","Text","CA"
,,,,IN,"Result","temp ","9","Text","57.06 °F"
,,,,IN,"Result","description","9","Text","Clear sky"
,,,,IN,"Result","feels_like","9","Text","55.62 °F"
,,,,IN,"Result","temp_max","9","Text","58.51 °F"
,,,,IN,"Result"," temp_min ","9","Text","55.18 °F"
,,,,IN,"Result","humidity","9","Text","67 %"
,,,,IN,"Result","speed","9","Text","18.41 m/h"
,,,,IN,"Result","pressure","9","Text","1017 hPa"
,,,,IN,"Result","name","10","Text","Rio de Janeiro"
,,,,IN,"Result","country ","10","Text","BR"
,,,,IN,"Result","temp ","10","Text","85.41 °F"
,,,,IN,"Result","description","10","Text","Clear sky"
,,,,IN,"Result","feels_like","10","Text","90.66 °F"
,,,,IN,"Result","temp_max","10","Text","89.6 °F"
,,,,IN,"Result"," temp_min ","10","Text","84.16 °F"
,,,,IN,"Result","humidity","10","Text","62 %"
,,,,IN,"Result","speed","10","Text","9.22 m/h"
,,,,IN,"Result","pressure","10","Text","1013 hPa"
,,,,IN,"Result","name","11","Text","Berlin"
,,,,IN,"Result","country ","11","Text","DE"
,,,,IN,"Result","temp ","11","Text","72.1 °F"
,,,,IN,"Result","description","11","Text","Clear sky"
,,,,IN,"Result","feels_like","11","Text","71.37 °F"
,,,,IN,"Result","temp_max","11","Text","73.42 °F"
,,,,IN,"Result"," temp_min ","11","Text","70.09 °F"
,,,,IN,"Result","humidity","11","Text","50 %"
,,,,IN,"Result","speed","11","Text","11.5 m/h"
,,,,IN,"Result","pressure","11","Text","1006 hPa"
,,,,IN,"Result","name","12","Text","Cairo"
,,,,IN,"Result","country ","12","Text","EG"
,,,,IN,"Result","temp ","12","Text","88.56 °F"
,,,,IN,"Result","description","12","Text","Clear sky"
,,,,IN,"Result","feels_like","12","Text","85.53 °F"
,,,,IN,"Result","temp_max","12","Text","88.56 °F"
,,,,IN,"Result"," temp_min ","12","Text","87.42 °F"
,,,,IN,"Result","humidity","12","Text","25 %"
,,,,IN,"Result","speed","12","Text","12.66 m/h"
,,,,IN,"Result","pressure","12","Text","1011 hPa"
,,,,IN,"Result","name","13","Text","Mexico City"
,,,,IN,"Result","country ","13","Text","MX"
,,,,IN,"Result","temp ","13","Text","16.96 °C"
,,,,IN,"Result","description","13","Text","Clear sky"
,,,,IN,"Result","feels_like","13","Text","15.89 °C"
,,,,IN,"Result","temp_max","13","Text","16.96 °C"
,,,,IN,"Result"," temp_min ","13","Text","10.25 °C"
,,,,IN,"Result","humidity","13","Text","45 %"
,,,,IN,"Result","speed","13","Text","2.06 m/s"
,,,,IN,"Result","pressure","13","Text","1024 hPa"
,,,,IN,"Result","name","14","Text","Singapore"
,,,,IN,"Result","country ","14","Text","SG"
,,,,IN,"Result","temp ","14","Text","84.15 °F"
,,,,IN,"Result","description","14","Text","Broken clouds"
,,,,IN,"Result","feels_like","14","Text","95.18 °F"
,,,,IN,"Result","temp_max","14","Text","86.2 °F"
,,,,IN,"Result"," temp_min ","14","Text","79.92 °F"
,,,,IN,"Result","humidity","14","Text","82 %"
,,,,IN,"Result","speed","14","Text","8.05 m/h"
,,,,IN,"Result","pressure","14","Text","1009 hPa"
,,,,IN,"Result","name","15","Text","Kyiv"
,,,,IN,"Result","country ","15","Text","UA"
,,,,IN,"Result","temp ","15","Text","20.37 °C"
,,,,IN,"Result","description","15","Text","Few clouds"
,,,,IN,"Result","feels_like","15","Text","19.53 °C"
,,,,IN,"Result","temp_max","15","Text","20.37 °C"
,,,,IN,"Result"," temp_min ","15","Text","20.37 °C"
,,,,IN,"Result","humidity","15","Text","41 %"
,,,,IN,"Result","speed","15","Text","4.9 m/s"
,,,,IN,"Result","pressure","15","Text","1014 hPa"
"Start","Start",,"5/3/2024 2:26:46 PM"

,,,,IN,"Result",,,,
,,,,IN,"File Name",,,"Text","Input City Names.XLSX"
,,,,IN,"Result","name","1","Text","New York"
,,,,IN,"Result","country ","1","Text","US"
,,,,IN,"Result","temp ","1","Text","55.83 °F"
,,,,IN,"Result","description","1","Text","Overcast clouds"
,,,,IN,"Result","feels_like","1","Text","54.59 °F"
,,,,IN,"Result","temp_max","1","Text","59.72 °F"
,,,,IN,"Result"," temp_min ","1","Text","51.98 °F"
,,,,IN,"Result","humidity","1","Text","74 %"
,,,,IN,"Result","speed","1","Text","12.66 m/h"
,,,,IN,"Result","pressure","1","Text","1023 hPa"
,,,,IN,"Result","name","2","Text","London"
,,,,IN,"Result","country ","2","Text","GB"
,,,,IN,"Result","temp ","2","Text","11.1 °C"
,,,,IN,"Result","description","2","Text","Light rain"
,,,,IN,"Result","feels_like","2","Text","10.59 °C"
,,,,IN,"Result","temp_max","2","Text","13.49 °C"
,,,,IN,"Result"," temp_min ","2","Text","9.49 °C"
,,,,IN,"Result","humidity","2","Text","89 %"
,,,,IN,"Result","speed","2","Text","6.69 m/s"
,,,,IN,"Result","pressure","2","Text","1009 hPa"
,,,,IN,"Result","name","3","Text","Paris"
,,,,IN,"Result","country ","3","Text","FR"
,,,,IN,"Result","temp ","3","Text","289.26 °F"
,,,,IN,"Result","description","3","Text","Broken clouds"
,,,,IN,"Result","feels_like","3","Text","288.39 °F"
,,,,IN,"Result","temp_max","3","Text","290.97 °F"
,,,,IN,"Result"," temp_min ","3","Text","288.25 °F"
,,,,IN,"Result","humidity","3","Text","56 %"
,,,,IN,"Result","speed","3","Text","4.63 m/h"
,,,,IN,"Result","pressure","3","Text","1013 hPa"
,,,,IN,"Result","name","4","Text","Tokyo"
,,,,IN,"Result","country ","4","Text","JP"
,,,,IN,"Result","temp ","4","Text","18.23 °C"
,,,,IN,"Result","description","4","Text","Clear sky"
,,,,IN,"Result","feels_like","4","Text","17.83 °C"
,,,,IN,"Result","temp_max","4","Text","19.24 °C"
,,,,IN,"Result"," temp_min ","4","Text","15.9 °C"
,,,,IN,"Result","humidity","4","Text","66 %"
,,,,IN,"Result","speed","4","Text","6.69 m/s"
,,,,IN,"Result","pressure","4","Text","1016 hPa"
,,,,IN,"Result","name","5","Text","Sydney"
,,,,IN,"Result","country ","5","Text","AU"
,,,,IN,"Result","temp ","5","Text","14.5 °C"
,,,,IN,"Result","description","5","Text","Light rain"
,,,,IN,"Result","feels_like","5","Text","14.49 °C"
,,,,IN,"Result","temp_max","5","Text","14.97 °C"
,,,,IN,"Result"," temp_min ","5","Text","13.83 °C"
,,,,IN,"Result","humidity","5","Text","95 %"
,,,,IN,"Result","speed","5","Text","1.54 m/s"
,,,,IN,"Result","pressure","5","Text","1025 hPa"
,,,,IN,"Result","name","6","Text","Rome"
,,,,IN,"Result","country ","6","Text","US"
,,,,IN,"Result","temp ","6","Text","19.8 °C"
,,,,IN,"Result","description","6","Text","Broken clouds"
,,,,IN,"Result","feels_like","6","Text","20.08 °C"
,,,,IN,"Result","temp_max","6","Text","21.37 °C"
,,,,IN,"Result"," temp_min ","6","Text","18.52 °C"
,,,,IN,"Result","humidity","6","Text","86 %"
,,,,IN,"Result","speed","6","Text","0 m/s"
,,,,IN,"Result","pressure","6","Text","1016 hPa"
,,,,IN,"Result","name","7","Text","Shanghai"
,,,,IN,"Result","country ","7","Text","CN"
,,,,IN,"Result","temp ","7","Text","290.66 °F"
,,,,IN,"Result","description","7","Text","Clear sky"
,,,,IN,"Result","feels_like","7","Text","290.61 °F"
,,,,IN,"Result","temp_max","7","Text","291.07 °F"
,,,,IN,"Result"," temp_min ","7","Text","289.08 °F"
,,,,IN,"Result","humidity","7","Text","82 %"
,,,,IN,"Result","speed","7","Text","5 m/h"
,,,,IN,"Result","pressure","7","Text","1017 hPa"
,,,,IN,"Result","name","8","Text","Dubai"
,,,,IN,"Result","country ","8","Text","AE"
,,,,IN,"Result","temp ","8","Text","303.92 °F"
,,,,IN,"Result","description","8","Text","Clear sky"
,,,,IN,"Result","feels_like","8","Text","305.58 °F"
,,,,IN,"Result","temp_max","8","Text","304.11 °F"
,,,,IN,"Result"," temp_min ","8","Text","303.29 °F"
,,,,IN,"Result","humidity","8","Text","51 %"
,,,,IN,"Result","speed","8","Text","6.17 m/h"
,,,,IN,"Result","pressure","8","Text","1007 hPa"
,,,,IN,"Result","name","9","Text","Toronto"
,,,,IN,"Result","country ","9","Text","CA"
,,,,IN,"Result","temp ","9","Text","57.06 °F"
,,,,IN,"Result","description","9","Text","Clear sky"
,,,,IN,"Result","feels_like","9","Text","55.62 °F"
,,,,IN,"Result","temp_max","9","Text","58.51 °F"
,,,,IN,"Result"," temp_min ","9","Text","55.18 °F"
,,,,IN,"Result","humidity","9","Text","67 %"
,,,,IN,"Result","speed","9","Text","18.41 m/h"
,,,,IN,"Result","pressure","9","Text","1017 hPa"
,,,,IN,"Result","name","10","Text","Rio de Janeiro"
,,,,IN,"Result","country ","10","Text","BR"
,,,,IN,"Result","temp ","10","Text","85.41 °F"
,,,,IN,"Result","description","10","Text","Clear sky"
,,,,IN,"Result","feels_like","10","Text","90.66 °F"
,,,,IN,"Result","temp_max","10","Text","89.6 °F"
,,,,IN,"Result"," temp_min ","10","Text","84.16 °F"
,,,,IN,"Result","humidity","10","Text","62 %"
,,,,IN,"Result","speed","10","Text","9.22 m/h"
,,,,IN,"Result","pressure","10","Text","1013 hPa"
,,,,IN,"Result","name","11","Text","Berlin"
,,,,IN,"Result","country ","11","Text","DE"
,,,,IN,"Result","temp ","11","Text","72.1 °F"
,,,,IN,"Result","description","11","Text","Clear sky"
,,,,IN,"Result","feels_like","11","Text","71.37 °F"
,,,,IN,"Result","temp_max","11","Text","73.42 °F"
,,,,IN,"Result"," temp_min ","11","Text","70.09 °F"
,,,,IN,"Result","humidity","11","Text","50 %"
,,,,IN,"Result","speed","11","Text","11.5 m/h"
,,,,IN,"Result","pressure","11","Text","1006 hPa"
,,,,IN,"Result","name","12","Text","Cairo"
,,,,IN,"Result","country ","12","Text","EG"
,,,,IN,"Result","temp ","12","Text","88.56 °F"
,,,,IN,"Result","description","12","Text","Clear sky"
,,,,IN,"Result","feels_like","12","Text","85.53 °F"
,,,,IN,"Result","temp_max","12","Text","88.56 °F"
,,,,IN,"Result"," temp_min ","12","Text","87.42 °F"
,,,,IN,"Result","humidity","12","Text","25 %"
,,,,IN,"Result","speed","12","Text","12.66 m/h"
,,,,IN,"Result","pressure","12","Text","1011 hPa"
,,,,IN,"Result","name","13","Text","Mexico City"
,,,,IN,"Result","country ","13","Text","MX"
,,,,IN,"Result","temp ","13","Text","16.96 °C"
,,,,IN,"Result","description","13","Text","Clear sky"
,,,,IN,"Result","feels_like","13","Text","15.89 °C"
,,,,IN,"Result","temp_max","13","Text","16.96 °C"
,,,,IN,"Result"," temp_min ","13","Text","10.25 °C"
,,,,IN,"Result","humidity","13","Text","45 %"
,,,,IN,"Result","speed","13","Text","2.06 m/s"
,,,,IN,"Result","pressure","13","Text","1024 hPa"
,,,,IN,"Result","name","14","Text","Singapore"
,,,,IN,"Result","country ","14","Text","SG"
,,,,IN,"Result","temp ","14","Text","84.15 °F"
,,,,IN,"Result","description","14","Text","Broken clouds"
,,,,IN,"Result","feels_like","14","Text","95.18 °F"
,,,,IN,"Result","temp_max","14","Text","86.2 °F"
,,,,IN,"Result"," temp_min ","14","Text","79.92 °F"
,,,,IN,"Result","humidity","14","Text","82 %"
,,,,IN,"Result","speed","14","Text","8.05 m/h"
,,,,IN,"Result","pressure","14","Text","1009 hPa"
,,,,IN,"Result","name","15","Text","Kyiv"
,,,,IN,"Result","country ","15","Text","UA"
,,,,IN,"Result","temp ","15","Text","20.37 °C"
,,,,IN,"Result","description","15","Text","Few clouds"
,,,,IN,"Result","feels_like","15","Text","19.53 °C"
,,,,IN,"Result","temp_max","15","Text","20.37 °C"
,,,,IN,"Result"," temp_min ","15","Text","20.37 °C"
,,,,IN,"Result","humidity","15","Text","41 %"
,,,,IN,"Result","speed","15","Text","4.9 m/s"
,,,,IN,"Result","pressure","15","Text","1014 hPa"
"Remove Empty Rows","Action",,"5/3/2024 2:26:46 PM"

,,,,IN,"Collection In",,,,
,,,,IN,"Collection In","name","1","Text","New York"
,,,,IN,"Collection In","country ","1","Text","US"
,,,,IN,"Collection In","temp ","1","Text","55.83 °F"
,,,,IN,"Collection In","description","1","Text","Overcast clouds"
,,,,IN,"Collection In","feels_like","1","Text","54.59 °F"
,,,,IN,"Collection In","temp_max","1","Text","59.72 °F"
,,,,IN,"Collection In"," temp_min ","1","Text","51.98 °F"
,,,,IN,"Collection In","humidity","1","Text","74 %"
,,,,IN,"Collection In","speed","1","Text","12.66 m/h"
,,,,IN,"Collection In","pressure","1","Text","1023 hPa"
,,,,IN,"Collection In","name","2","Text","London"
,,,,IN,"Collection In","country ","2","Text","GB"
,,,,IN,"Collection In","temp ","2","Text","11.1 °C"
,,,,IN,"Collection In","description","2","Text","Light rain"
,,,,IN,"Collection In","feels_like","2","Text","10.59 °C"
,,,,IN,"Collection In","temp_max","2","Text","13.49 °C"
,,,,IN,"Collection In"," temp_min ","2","Text","9.49 °C"
,,,,IN,"Collection In","humidity","2","Text","89 %"
,,,,IN,"Collection In","speed","2","Text","6.69 m/s"
,,,,IN,"Collection In","pressure","2","Text","1009 hPa"
,,,,IN,"Collection In","name","3","Text","Paris"
,,,,IN,"Collection In","country ","3","Text","FR"
